"X_id","OBJECTID","STRUCTID","ADDRESS","STREETNAME","CROSSSTREET1","CROSSSTREET2","DBH_TRUNK","WARD","BOTANICAL_NAME","COMMON_NAME","geometry"
960,20316,17599,4377,"oNuyXsyV St","ZxQrrQhZ St","YnXKQreU St",14.7,19,"Betula papyrifera","White Birch","POINT (-79.4090287227416 43.7773884989321)"
961,82216,27849,875,"ZzEEuSEA St","HoQwZlff St","rupraVuB St",73.4,10,"Picea pungens","Silver Maple","POINT (-79.5029023069888 43.8159779638983)"
962,9723,70174,1694,"aIKavQmb St","NzutQPXi St","QgqrlYRb St",69.9,19,"Acer saccharinum","Silver Maple","POINT (-79.3150306070223 43.7289306791266)"
963,17194,5918,2512,"MGsiecnh St","ghdnLfbF St","ajmXtAUU St",97.4,18,"Picea pungens","Colorado Blue Spruce","POINT (-79.4309475153452 43.703585979389)"
964,84846,28784,4122,"qVPofpAo St","sDEHMvvU St","eWkFiEor St",79.7,8,"Betula papyrifera","Silver Maple","POINT (-79.4137046717806 43.6783461969811)"
965,74827,55798,2795,"SWpYrFlX St","ycjnAalc St","RRPvrcbV St",67,14,"Acer saccharinum","White Birch","POINT (-79.3013911382528 43.8889168621507)"
966,86163,90967,708,"fuodJmNa St","YBpoVjGj St","DFYOyRDV St",25.6,19,"Acer saccharinum","White Birch","POINT (-79.3087479785318 43.643246691348)"
967,95938,87729,3628,"JThcbYhI St","QOVBLppA St","AkSPYRoR St",7.7,14,"Acer saccharinum","White Birch","POINT (-79.3834339582827 43.7028427978745)"
968,51497,32371,2590,"hXtHxBEt St","ZIblMJmI St","CqETajlg St",80.3,11,"Betula papyrifera","Silver Maple","POINT (-79.5074909441173 43.7075001558522)"
969,34565,60190,1524,"ivOwvIng St","XSrkRqSt St","qvDzYnha St",48.1,5,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4245547937695 43.6794084016932)"
970,83206,18454,2372,"tVFabVxt St","XgGSvlxy St","JCFLsILT St",9.4,9,"Acer saccharinum","Silver Maple","POINT (-79.3705609105527 43.6039564312436)"
971,81105,19349,2497,"KlINXxNK St","OihpeaWt St","xgvtXEHH St",9.9,3,"Acer saccharinum","White Birch","POINT (-79.3229736601468 43.8175191002898)"
972,41100,46752,2630,"pFREVgEP St","gxgWQPWg St","ASpvWJyx St",27.4,4,"Acer saccharinum","White Birch","POINT (-79.3324084764114 43.822873822134)"
973,41570,15564,4927,"hOmBFKwX St","lnjvIBwn St","yjIdbMYC St",96.5,15,"Betula papyrifera","Silver Maple","POINT (-79.5912227160297 43.6365701866103)"
974,87170,22542,1301,"JDjFdEJj St","chrxNrRj St","zJywWBLc St",70.5,10,"Acer saccharinum","White Birch","POINT (-79.3128135559149 43.7180745994905)"
975,11722,86838,1921,"PnrEYlWG St","dBhjjVkY St","taGZocwx St",97.6,4,"Picea pungens","White Birch","POINT (-79.3750092315488 43.6895161114167)"
976,63093,4574,1023,"qqhSVodm St","KSpfVRgD St","hhSgcCbP St",98.1,24,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3830405816669 43.802757284767)"
977,70619,65810,4952,"EcfLzxVt St","BQbuaxRT St","dSfrpbZE St",79.2,1,"Picea pungens","Silver Maple","POINT (-79.489126097667 43.7551174351945)"
978,62242,83892,4005,"OqvjpDvA St","rqRqvVSs St","juKyxaeN St",96.9,17,"Acer saccharinum","Silver Maple","POINT (-79.4040531562176 43.7365684668301)"
979,36008,73226,2145,"lIihnWKD St","aMOVmTnB St","ykjzmMvi St",21.8,11,"Acer saccharinum","White Birch","POINT (-79.326454076753 43.6042768973857)"
980,32798,94322,1764,"fKisyDpK St","hKLHINaQ St","ZcMHidlN St",7.2,7,"Picea pungens","Silver Maple","POINT (-79.577020403929 43.6883171449183)"
981,71561,20816,4340,"xMbXKDKr St","NpPStXlj St","hWbONiLk St",29.1,18,"Acer saccharinum","White Birch","POINT (-79.4323591751512 43.7927982016932)"
982,51264,8620,4622,"FyBhSZQz St","ypmwZrFI St","EQJwRJoj St",93.7,11,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4120058385422 43.8999743816908)"
983,59085,99957,808,"vVCMdcRp St","pMKuvbyX St","oWstWaWt St",88,2,"Picea pungens","White Birch","POINT (-79.4073439741042 43.6024055234389)"
984,10075,89240,2254,"mpoXKnWL St","JsJxpVXi St","DHtjswHk St",48,19,"Picea pungens","Silver Maple","POINT (-79.3068564859917 43.7876158501254)"
985,62717,28841,4042,"VmHNcmSa St","rrpyZvKp St","ZGGmvrXx St",17.2,5,"Picea pungens","Colorado Blue Spruce","POINT (-79.492272918229 43.8381228761515)"
986,12781,68891,2280,"NLIbbCbZ St","ubNGrPoz St","GXnuXAfb St",23,1,"Betula papyrifera","White Birch","POINT (-79.4981984890997 43.7478340794798)"
987,75721,98298,339,"NRxRGNWt St","BlBQKhxO St","EhfUXlbG St",63.7,17,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5879057329148 43.6429746269248)"
988,92592,24458,1922,"MFpPtEAO St","PuUeQHAO St","KFXzSTYq St",34,19,"Betula papyrifera","Silver Maple","POINT (-79.5808320956305 43.6273805562407)"
989,36904,82246,4940,"OIBLyNcL St","vgpceXFY St","iFytqjXr St",58,19,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3929782548454 43.8509382188786)"
990,78142,96313,4720,"imaNDLCb St","vEmWmMpS St","ELCEhgrW St",74.5,9,"Picea pungens","Silver Maple","POINT (-79.3527127612149 43.7056535434443)"
991,80774,79298,3577,"qchVMPDp St","cnmtbzsN St","znpugKaZ St",91.5,25,"Betula papyrifera","White Birch","POINT (-79.3750346993329 43.7860546158161)"
992,28438,15983,2824,"nJJvTcoY St","mmmXnZTT St","XAbgRGiV St",27.8,2,"Picea pungens","White Birch","POINT (-79.4923462833511 43.7720931648277)"
993,85796,8832,1360,"JHEpyDPP St","mRsWiLJe St","CcMiTicm St",24.8,16,"Acer saccharinum","Silver Maple","POINT (-79.5747282951837 43.6442745922133)"
994,53937,64014,4671,"yfQDiNkt St","PhNbqwiy St","qdIcmQiW St",43,4,"Betula papyrifera","Silver Maple","POINT (-79.5928955286974 43.8201311424375)"
995,34888,67506,2864,"GvLKyvZM St","Qztmhmed St","tuZktWVB St",34.5,24,"Acer saccharinum","White Birch","POINT (-79.5171966671245 43.6956897674827)"
996,29782,80082,852,"swCQqGTz St","YbCizSNN St","nvquJmCW St",53.8,16,"Acer saccharinum","Silver Maple","POINT (-79.5346171767916 43.7786094798008)"
997,2038,58369,2789,"WPPdYrdj St","WGNVngko St","TDfrWZSp St",81.3,13,"Picea pungens","Colorado Blue Spruce","POINT (-79.5602798753884 43.8034878413193)"
998,70617,86770,2282,"CWKKjBXm St","SFTEBQvW St","BjCHDJGi St",97.7,14,"Betula papyrifera","White Birch","POINT (-79.5980748296715 43.6050575298024)"
999,71939,9821,4957,"cVTUucak St","OvTsmpOy St","EjXqdWVU St",21,9,"Picea pungens","White Birch","POINT (-79.3795159675647 43.6349934802856)"
1000,74922,96422,2115,"YrnTzOkc St","QyBTTHEF St","uTxdfQhQ St",37.9,23,"Picea pungens","Silver Maple","POINT (-79.5073128600372 43.6997644424439)"
